SD NO.,SD_Name,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JAN-FEB,Mar-May,Jun-Sep,Oct-Dec
27,CHATTISGARH,1955,16.5,1.6,2.8,14.5,21.7,238.6,283.9,404.9,279.6,171,1.7,0,1436.8,18.1,39,1207,172.7
28,COSTAL ANDHRA PRADESH,1955,2.8,0.2,9,11.1,183.9,83.2,116.2,216.4,151.7,280.2,92.3,20.5,1167.5,3,204,567.5,393
29,TELENGANA,1955,0.4,0.3,5.9,10.3,34.4,189.9,219.4,337.8,212.1,110.5,8.5,0,1129.5,0.7,50.6,959.2,119
30,RAYALSEEMA,1955,8.3,0.6,8,18.7,123.8,40.6,92,180.1,132.6,94.6,46.9,19.2,765.4,8.9,150.5,445.3,160.7
31,TAMIL NADU & PONDICHERRY,1955,35.7,1.3,10.3,85.3,149.4,47.8,73.4,88.1,128.2,165.2,130.6,145.3,1060.6,37,245,337.5,441.1
32,COASTAL KARNATAKA,1955,0.3,0,4.7,29.9,360.3,962.7,639.3,702.2,458.2,361.1,31,2.8,3552.5,0.3,394.9,2762.4,394.9
33,NORTH INTERIOR KARNATAKA,1955,0.1,0,10,30.7,92.4,128.7,140.7,223.3,197.2,132,12,0,967.1,0.1,133.1,689.9,144
34,SOUTH INTERIOR KARNATAKA,1955,0.8,0.1,10.5,49.4,168.7,135.8,89.2,151.8,201.5,174.8,18.1,2.9,1003.6,0.9,228.6,578.3,195.8
35,KERALA,1955,4.2,6.3,28.2,125.9,544.2,782.4,392.8,236,438.5,378.2,178.1,19.8,3134.6,10.5,698.3,1849.7,576.1
36,LAKSHADWEEP ,1955,11.4,39.1,0,105.4,235.2,345.5,215.4,63.2,302.5,155.9,61.2,13.5,1548.3,50.5,340.6,926.6,230.6
1,ANDAMAN & NICOBAR ISLANDS,1956,49.2,77.2,33.8,130.3,491.8,343.1,468.4,467.7,325.1,458.7,164.1,70.5,3079.9,126.4,655.9,1604.3,693.3
3,ASSAM & MEGHALAYA,1956,27.6,3.1,112.5,201.7,591.8,880.5,479.3,428.2,182.2,161.1,42.3,9.3,3119.6,30.7,906,1970.2,212.7
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1956,18.3,1.3,102.2,115.5,474,758.9,529.8,469.6,257.5,187.1,101.1,7.4,3022.7,19.6,691.7,2015.8,295.6
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1956,14.8,1.4,42.6,164.9,420.9,747.9,471.4,486.8,285.2,215.8,30.1,3.6,2885.4,16.2,628.4,1991.3,249.5
6,GANGETIC WEST BENGAL,1956,4.5,33.9,50.7,25.6,141.6,343.3,253.9,295.4,391.1,157.6,12.7,3.9,1714.2,38.4,217.9,1283.7,174.2
7,ORISSA,1956,1.4,37.9,18.2,11.9,118.1,345.2,470,434.5,249.8,191.7,6.7,0,1885.4,39.3,148.2,1499.5,198.4
8,JHARKHAND,1956,13.9,25.7,50.3,5.8,78.5,259.3,301.6,344.6,312.9,140.9,14.3,7.9,1555.7,39.6,134.6,1218.4,163.1
9,BIHAR ,1956,19.2,4.6,9.6,5.3,74.9,319,200.7,286.4,360,169,35.9,8.2,1492.8,23.8,89.8,1166.1,213.1
10,EAST UTTAR PRADESH,1956,21.5,5.7,12.3,1.2,39.7,165.2,220.3,281.1,292.3,167.2,38.9,8.7,1254.1,27.2,53.2,958.9,214.8
11,WEST UTTAR PRADESH,1956,23.2,4.3,22.3,0.4,12.4,67.3,334.1,286.4,96.7,206,4.5,2.6,1060.2,27.5,35.1,784.5,213.1
12,UTTARANCHAL,1956,40.5,24.9,105.2,15,131.4,212.9,464.7,360.8,182.2,368.8,5.9,26.1,1938.4,65.4,251.6,1220.6,400.8
13,"HARYANA, DELHI & CHANDIGARH",1956,16.8,3,24.8,0.8,2.2,50.7,230.3,161.6,21.5,132.4,4.8,0.6,649.5,19.8,27.8,464.1,137.8
14,PUNJAB ,1956,21.6,6.8,45.3,5.1,0.7,53.5,236.5,208.7,26.7,140.1,0.2,5.3,750.5,28.4,51.1,525.4,145.6
15,HIMACHAL PRADESH,1956,96.5,44.7,206.5,58,26.8,118.8,293.9,266.1,113.1,222.3,8.3,86.6,1541.6,141.2,291.3,791.9,317.2
16,JAMMU & KASHMIR,1956,95.5,61.8,175.3,68.5,11,68.7,219.5,192.1,31.4,87.4,1.5,34.4,1047.1,157.3,254.8,511.7,123.3
17,WEST RAJASTHAN ,1956,3.1,0.2,6.1,1,0.1,20.6,208,76.4,12.1,45.1,0,1.4,374.1,3.3,7.2,317.1,46.5
18,EAST  RAJASTHAN ,1956,6.1,0.6,10,0.2,1.7,33.7,438.6,217.2,50.4,159.2,0.9,5.2,923.8,6.7,11.9,739.9,165.3
19,WEST MADHYA PRADESH,1956,10.9,0.8,3.5,0.4,49.1,112.1,411.4,235.5,127.8,95.8,12.8,5.7,1065.8,11.7,53,886.8,114.3
20,EAST MADHYA PRADESH,1956,14.1,5.5,6.6,1.7,25.9,187.9,525.3,415.2,184.9,73.3,53.7,21.8,1515.9,19.6,34.2,1313.3,148.8
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1956,0,0.1,0,0.1,27.5,101.3,655.5,331.6,133.3,113,2.2,1.3,1365.9,0.1,27.6,1221.7,116.5
22,SAURASHTRA KUTCH & DIU,1956,0.3,0.2,0,0.2,1.3,86.5,324.8,175,109.8,60.7,1.3,0.4,760.5,0.5,1.5,696.1,62.4
23,KOKAN & GOA,1956,0,0.3,0,5.9,174.7,765.5,1351.8,716.2,445.3,192.1,48.7,0,3700.5,0.3,180.6,3278.8,240.8
24,MADHYA MAHARASHTRA,1956,1.5,0.2,1.1,11.3,91.2,111,360.5,252,165.8,148,90.1,1.1,1233.8,1.7,103.6,889.3,239.2
25,MARATWADA ,1956,1.2,1.9,0.1,4.1,78.4,154.1,310,134.6,202.5,70.7,79.7,0,1037.3,3.1,82.6,801.2,150.4
26,VIDARBHA,1956,1.3,1.9,0.8,0.5,52.8,248.7,370.5,163.4,198,40.1,37.3,9.3,1124.6,3.2,54.1,980.6,86.7
27,CHATTISGARH,1956,2.5,13.4,6.5,2.8,70.1,282.1,472.6,398.5,228,71.1,11.6,4.2,1563.4,15.9,79.4,1381.2,86.9
28,COSTAL ANDHRA PRADESH,1956,5.7,3.5,0.4,33,70.1,150.1,251,149.6,176.5,337.6,128.8,39,1345.3,9.2,103.5,727.2,505.4
29,TELENGANA,1956,1,2.1,1.1,9.2,64.1,189.9,410.4,142.3,174.7,109.9,47.5,1,1153.2,3.1,74.4,917.3,158.4
30,RAYALSEEMA,1956,3,0.1,0,54.6,55.5,81.7,149.7,63.1,158.8,215.6,78.7,23.7,884.5,3.1,110.1,453.3,318
31,TAMIL NADU & PONDICHERRY,1956,22.9,0.5,1,34.3,35.1,98,46,99.2,126.4,255.8,225.5,45.1,989.8,23.4,70.4,369.6,526.4
32,COASTAL KARNATAKA,1956,0,0.8,1,78.4,412.7,1001,1155.8,520,267.6,288.5,129.9,0.7,3856.4,0.8,492.1,2944.4,419.1
33,NORTH INTERIOR KARNATAKA,1956,0,2.8,1.1,30.2,64,96.8,314.1,117.9,144.9,164.6,100.1,2.4,1038.9,2.8,95.3,673.7,267.1
34,SOUTH INTERIOR KARNATAKA,1956,0.4,1.4,2.5,68.5,62.8,208.9,251.6,135.9,120.7,264.1,125,1.4,1243.2,1.8,133.8,717.1,390.5
35,KERALA,1956,7.9,11.7,15.1,151.6,351.3,755.4,466.8,319.5,178.4,353.3,178.2,9.1,2798.3,19.6,518,1720.1,540.6
36,LAKSHADWEEP ,1956,13.6,27.7,1.3,40.8,269.5,356.1,109.8,91.6,148,175.6,48.5,4.9,1287.4,41.3,311.6,705.5,229
1,ANDAMAN & NICOBAR ISLANDS,1957,33.2,9.5,6.7,21.7,147.1,727.8,320,421.8,359.4,294.3,95.6,75.6,2512.7,42.7,175.5,1829,465.5
2,ARUNACHAL PRADESH,1957,,,,246.9,448.9,608.1,1219.4,542.6,505.8,146.6,17.1,40.6,,,,2875.9,204.3
3,ASSAM & MEGHALAYA,1957,68.6,31.6,22.7,131.5,450.2,502.2,437.7,395.2,226.2,101.2,10.9,9.6,2387.6,100.2,604.4,1561.3,121.7
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1957,59.1,60.6,10.2,104.8,300.1,409.1,425.7,429.1,354.4,148.3,0.8,1.7,2303.9,119.7,415.1,1618.3,150.8
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1957,103,8.9,25.5,10.6,167.7,430.2,650.6,535.4,208.4,73.7,7.7,3.8,2225.5,111.9,203.8,1824.6,85.2
6,GANGETIC WEST BENGAL,1957,50.2,26.6,8.7,6,16.4,231.8,312.1,201.1,239.4,38.2,0.1,0,1130.6,76.8,31.1,984.4,38.3
7,ORISSA,1957,12.3,26.6,30.4,12.4,33.6,153.5,349.2,415.4,194.5,49.5,0.1,0,1277.5,38.9,76.4,1112.6,49.6
8,JHARKHAND,1957,56.3,24.7,30.6,2.4,6.5,163.6,498.7,293.2,283,18.2,0,0.2,1377.4,81,39.5,1238.5,18.4
9,BIHAR ,1957,75.2,2.8,11.7,0.5,1.3,115.4,334.2,295.2,115.4,11.6,0,2.7,966,78,13.5,860.2,14.3
10,EAST UTTAR PRADESH,1957,44.2,0.4,18,1,1,56.4,367.3,293.5,163.3,5.1,0.1,5.4,955.7,44.6,20,880.5,10.6
11,WEST UTTAR PRADESH,1957,59.6,0.3,29.1,5.3,2.3,42.1,282.4,270.6,278.8,18.6,3.2,12.4,1004.7,59.9,36.7,873.9,34.2
12,UTTARANCHAL,1957,165.9,6.6,77.4,73.2,75.8,112.9,530.3,285.8,308.1,57.7,20.1,62.5,1776.3,172.5,226.4,1237.1,140.3
13,"HARYANA, DELHI & CHANDIGARH",1957,52.9,0.2,26.7,2.8,6.8,23.2,191,103.1,146.6,24.2,7.9,23.3,608.7,53.1,36.3,463.9,55.4
14,PUNJAB ,1957,105,4,26.6,10.6,10.8,19.5,197.5,167.4,106.1,17.2,10.3,35.5,710.5,109,48,490.5,63
15,HIMACHAL PRADESH,1957,181,37.9,133.8,146.4,151.9,79,321.3,253.9,263.7,84.5,56.3,112.9,1822.6,218.9,432.1,917.9,253.7
16,JAMMU & KASHMIR,1957,61.6,51.3,36.4,205.1,126.2,26,52.2,79.8,24.3,102.9,83.8,21.3,870.9,112.9,367.7,182.3,208
17,WEST RAJASTHAN ,1957,19.7,0,5.1,0.2,15.3,28.9,78.3,104.7,5.4,2.3,5.9,1.5,267.3,19.7,20.6,217.3,9.7
18,EAST  RAJASTHAN ,1957,26.9,0.1,13.4,0.6,3.8,63.5,246.3,220.7,72.7,12.2,1.6,3.3,665.1,27,17.8,603.2,17.1
19,WEST MADHYA PRADESH,1957,12.5,0.1,30.4,5.6,4,89.3,223.2,339.9,112.7,12.5,1.2,1.6,833,12.6,40,765.1,15.3
20,EAST MADHYA PRADESH,1957,20.8,0.9,63.8,17.9,6.2,61.3,349.7,359.5,113.6,6.6,0,0.5,1000.8,21.7,87.9,884.1,7.1
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1957,2.4,0,0.2,0,6.4,156.7,261.5,196.1,16.4,7.6,8.3,0.2,655.8,2.4,6.6,630.7,16.1
22,SAURASHTRA KUTCH & DIU,1957,1.9,0,0.1,0.1,1.5,80.7,207.2,97.9,8.2,1.2,17.5,1.1,417.4,1.9,1.7,394,19.8
23,KOKAN & GOA,1957,0,0,0,1.7,30.8,581,1184.2,1006.4,131.5,84.9,53.3,0.6,3074.4,0,32.5,2903.1,138.8
24,MADHYA MAHARASHTRA,1957,0.1,0,4.8,20.9,36.9,177.8,196.4,202.2,98.7,85.1,26.8,0.1,849.8,0.1,62.6,675.1,112
25,MARATWADA ,1957,1.5,2.1,13.9,14.5,30,126.9,255.1,294.6,104.7,53.7,3.6,0,900.6,3.6,58.4,781.3,57.3
26,VIDARBHA,1957,8.6,2.5,44.4,31.6,15.5,148.5,303.8,354.2,133.4,27.5,1,0,1071,11.1,91.5,939.9,28.5
27,CHATTISGARH,1957,14.5,10.3,46.3,18.3,17,115.3,441.7,414.2,110.5,29.9,0,0,1218,24.8,81.6,1081.7,29.9
28,COSTAL ANDHRA PRADESH,1957,0.6,0.7,17.1,10.8,26.8,145.5,130.8,229.6,156,134.2,83.1,0.1,935.3,1.3,54.7,661.9,217.4
29,TELENGANA,1957,0,5.9,17.5,33.1,24.3,154.2,204.1,296.1,101.4,61.9,0,0,898.5,5.9,74.9,755.8,61.9
30,RAYALSEEMA,1957,1,0.5,7.7,11.8,44.2,120.3,70.7,81.6,77.4,72.3,51.5,0.3,539.3,1.5,63.7,350,124.1
31,TAMIL NADU & PONDICHERRY,1957,1.2,10.3,15.1,14.8,81.1,65.4,64,60.8,73.5,203.3,200.4,77.1,867,11.5,111,263.7,480.8
32,COASTAL KARNATAKA,1957,0,0,1.5,8.5,168,755.8,1101.1,703.9,98,189,148.9,0.1,3174.8,0,178,2658.8,338
33,NORTH INTERIOR KARNATAKA,1957,0,0.9,5.5,25.5,70,115.4,146.6,188.8,87.8,174.3,23.1,0,837.9,0.9,101,538.6,197.4
34,SOUTH INTERIOR KARNATAKA,1957,0,0.5,9.2,18.7,169.9,174.4,242.9,147.4,47.7,177.4,78.1,0.1,1066.3,0.5,197.8,612.4,255.6
35,KERALA,1957,1.2,16,25.7,70.2,381.2,872,835.3,358.8,41.3,280.1,192.5,28.9,3103.2,17.2,477.1,2107.4,501.5
36,LAKSHADWEEP ,1957,0.9,11.4,34.6,23.7,195.6,309.9,129.1,149.6,47.5,215.2,198.5,31.2,1347.2,12.3,253.9,636.1,444.9
1,ANDAMAN & NICOBAR ISLANDS,1958,22.9,14.3,30.4,24.6,355.1,530.7,440.7,388.4,350.6,265.2,313.8,70.7,2807.4,37.2,410.1,1710.4,649.7
2,ARUNACHAL PRADESH,1958,98.4,67.5,32.9,138.5,698.6,511.2,457.7,1664.6,705.2,669.4,2.5,17,5063.5,165.9,870,3338.7,688.9
3,ASSAM & MEGHALAYA,1958,17.9,42.3,11.4,204.8,566.9,436,363.7,635.8,310.9,216.1,4.8,18.3,2828.9,60.2,783.1,1746.4,239.2
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1958,6.2,87.2,18.3,93.7,400.6,256.4,308.3,254.8,299.5,238.5,2.3,2.7,1968.5,93.4,512.6,1119,243.5
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1958,8.1,17.5,14.8,120.6,269.4,487.8,500.3,898.1,353.2,145.6,1.8,3,2820.2,25.6,404.8,2239.4,150.4
6,GANGETIC WEST BENGAL,1958,12.7,25.6,13.3,37.9,58.3,95.2,280.1,215.1,294.7,109.3,8.9,0,1151.1,38.3,109.5,885.1,118.2
7,ORISSA,1958,11.5,42.8,16,32.8,39,125.2,404.1,319.1,364.2,217.4,51.8,0.1,1624,54.3,87.8,1212.6,269.3
8,JHARKHAND,1958,11.5,39.8,20,24.8,12.2,93.6,336.1,263.3,267.2,111.3,0.7,0,1180.5,51.3,57,960.2,112
9,BIHAR ,1958,16,2.7,4.7,26.1,16,119.9,222.3,449.4,223.8,81.1,0.7,0.6,1163.3,18.7,46.8,1015.4,82.4
10,EAST UTTAR PRADESH,1958,14.6,3.2,5.8,4.4,1.3,52.6,247.3,388.5,184.4,111.9,0,2.9,1016.9,17.8,11.5,872.8,114.8
11,WEST UTTAR PRADESH,1958,7.6,2.7,3.5,5.6,0.7,42.8,401.1,328.3,247.3,120.3,0.2,9.6,1169.7,10.3,9.8,1019.5,130.1
12,UTTARANCHAL,1958,59.1,16.4,38.6,23.4,26.3,93.9,435,434.8,234.2,79.3,2.5,52.1,1495.6,75.5,88.3,1197.9,133.9
13,"HARYANA, DELHI & CHANDIGARH",1958,4,0.7,5,2.1,4.1,16.7,151.6,187,273.3,21.2,1,10.1,676.8,4.7,11.2,628.6,32.3
14,PUNJAB ,1958,9.5,3.5,6.9,4.4,0.4,28,186.2,128.4,372.3,43.4,0,45,828,13,11.7,714.9,88.4
15,HIMACHAL PRADESH,1958,84,22.4,72.8,61.7,65,34.7,452,265.3,265.9,75.2,2.2,171.1,1572.3,106.4,199.5,1017.9,248.5
16,JAMMU & KASHMIR,1958,24.7,53.1,117.1,101,91.6,34.6,266.9,268.9,149.1,23.6,6.5,37,1174.1,77.8,309.7,719.5,67.1
17,WEST RAJASTHAN ,1958,2.2,0,0.3,0.4,3.2,15.5,69.2,25,123.6,4.5,14.7,5.5,264.1,2.2,3.9,233.3,24.7
18,EAST  RAJASTHAN ,1958,3.7,0.7,0.9,0.4,1.4,43.7,287.1,154.1,222.1,14.6,6,1.2,735.9,4.4,2.7,707,21.8
19,WEST MADHYA PRADESH,1958,3.2,1.3,1.4,3.2,0.9,82.5,383.6,284,271.1,57.7,10.1,0.7,1099.7,4.5,5.5,1021.2,68.5
20,EAST MADHYA PRADESH,1958,8.1,17,14.2,6,1.3,65.7,435.8,273.6,236.6,109.6,3.5,0.1,1171.5,25.1,21.5,1011.7,113.2
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1958,1,0,0.2,1.4,0.7,103.3,340.9,287.3,332.3,47.8,9.5,0.1,1124.5,1,2.3,1063.8,57.4
22,SAURASHTRA KUTCH & DIU,1958,0.8,0.5,0.3,2.7,0.5,42.6,169.4,78.1,228.4,36.7,10,3.4,573.4,1.3,3.5,518.5,50.1
23,KOKAN & GOA,1958,0.3,0.1,0.2,8.2,35.4,1021.9,1277.6,1160.3,434.7,57.3,16.2,0.2,4012.4,0.4,43.8,3894.5,73.7
24,MADHYA MAHARASHTRA,1958,1.6,0,5.4,23.6,32.9,101.9,393.3,296.6,112.1,57.4,29.2,0.1,1054.1,1.6,61.9,903.9,86.7
25,MARATWADA ,1958,0.1,0,4.4,25.2,12.7,92.2,264.4,456.1,79.8,41.2,48.3,0,1024.4,0.1,42.3,892.5,89.5
26,VIDARBHA,1958,5.7,2,20.4,10.5,10.4,102.7,341.5,354,220.3,68,36.5,0.1,1172.1,7.7,41.3,1018.5,104.6
27,CHATTISGARH,1958,8.7,37.9,21.4,16.6,19.1,101.3,500.7,369.8,268.9,128.1,31.5,0,1504,46.6,57.1,1240.7,159.6
28,COSTAL ANDHRA PRADESH,1958,5.2,3.3,5.9,15.3,28.8,72.7,211.2,199.2,173.1,387.7,183,9.3,1294.7,8.5,50,656.2,580
29,TELENGANA,1958,3.1,4.5,9.7,25.3,14.8,70.8,347.5,326.7,145.7,75.7,28.1,0,1051.9,7.6,49.8,890.7,103.8
30,RAYALSEEMA,1958,1.7,5.2,4.1,27.4,56,30.6,64,186.6,103.7,160.1,64.5,11.8,715.7,6.9,87.5,384.9,236.4
31,TAMIL NADU & PONDICHERRY,1958,12.1,6,27.2,49.4,114.7,33,47.3,147.7,80,155.2,154.4,25.5,852.5,18.1,191.3,308,335.1
32,COASTAL KARNATAKA,1958,0.5,0.1,1.7,46.6,184.8,1031.4,1253.7,705.8,296.9,114.1,49.1,2.8,3687.5,0.6,233.1,3287.8,166
33,NORTH INTERIOR KARNATAKA,1958,2,0.2,7.3,46,100.3,55.2,174.8,179.7,71.2,83.7,31,0.5,751.9,2.2,153.6,480.9,115.2
34,SOUTH INTERIOR KARNATAKA,1958,3.3,1.2,12.9,60.8,136,162.5,340.3,201.3,122.8,108.7,59.7,0.6,1210.1,4.5,209.7,826.9,169
35,KERALA,1958,4.4,19.3,57.3,135.1,353.5,713.3,622.7,526.6,86.1,191,206.1,7.7,2923.1,23.7,545.9,1948.7,404.8
36,LAKSHADWEEP ,1958,0.2,1.6,0,8,116,269.4,84.5,238.2,54,133.4,51.1,36.2,992.6,1.8,124,646.1,220.7
1,ANDAMAN & NICOBAR ISLANDS,1959,10.1,1.8,31.3,86.7,238.1,455.7,817.1,409.3,589.6,332.7,242.5,128.5,3343.4,11.9,356.1,2271.7,703.7
2,ARUNACHAL PRADESH,1959,83.2,137.9,104.5,146.4,671.8,812.9,1137.7,333.2,508.8,247,12.1,0,4195.5,221.1,922.7,2792.6,259.1
3,ASSAM & MEGHALAYA,1959,31.2,41.5,110.1,145.1,485.8,580,363.7,269.8,288.8,316.6,7.4,0.2,2640.2,72.7,741,1502.3,324.2
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1959,39.9,77.7,148,74,260,378.5,396.3,357.3,239.1,352.8,0.1,3.9,2327.6,117.6,482,1371.2,356.8
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1959,99.8,5.7,64.3,111.6,218.7,565.9,538.6,291.7,337.9,345,0.9,0.1,2580.2,105.5,394.6,1734.1,346
6,GANGETIC WEST BENGAL,1959,33.5,12.7,17.3,28.2,91.4,208.5,273.3,328.5,487.3,331.2,0.3,0.4,1812.6,46.2,136.9,1297.6,331.9
7,ORISSA,1959,28.5,2.4,2.7,22.2,47.1,202.7,357.4,341.6,316.5,170.5,1.5,2.7,1495.8,30.9,72,1218.2,174.7
8,JHARKHAND,1959,51.6,5.6,5.2,17.5,56.4,188.5,332.6,305.8,363.9,272.8,0,0,1599.9,57.2,79.1,1190.8,272.8
9,BIHAR ,1959,81.1,1.5,9.3,18.7,35.7,131.7,246.3,264.6,156.9,233.8,0,0.1,1179.7,82.6,63.7,799.5,233.9
10,EAST UTTAR PRADESH,1959,53.2,4.2,4.8,4.1,36,44.4,234.1,274.6,85.9,125.9,2,0,869.2,57.4,44.9,639,127.9
11,WEST UTTAR PRADESH,1959,46.7,3.9,5.7,1.5,34,19.2,203.7,281.1,106.8,50.2,16.5,0,769.3,50.6,41.2,610.8,66.7
12,UTTARANCHAL,1959,67.8,93.4,58,20.2,48.8,118.6,482.9,441.5,292.7,87.7,26.3,0.9,1738.8,161.2,127,1335.7,114.9
13,"HARYANA, DELHI & CHANDIGARH",1959,26.4,7.9,3.7,0.4,12.6,26.1,106.9,168.5,105.9,16.2,18.8,0.1,493.5,34.3,16.7,407.4,35.1
14,PUNJAB ,1959,43.3,21.4,10,4.8,20.3,21.5,188,210.1,133.9,24,21.9,0.5,699.7,64.7,35.1,553.5,46.4
15,HIMACHAL PRADESH,1959,136.1,243.1,94.7,43.3,52.8,52,418.6,243.7,219.5,81.7,53.9,1,1640.4,379.2,190.8,933.8,136.6
16,JAMMU & KASHMIR,1959,108.5,113.1,107.3,30.4,48.4,19,469.3,254.6,253.8,49,87,16.2,1556.6,221.6,186.1,996.7,152.2
17,WEST RAJASTHAN ,1959,0.7,2.8,0.8,5,8.7,15.1,119.2,77.3,94.6,6.1,5.1,0,335.4,3.5,14.5,306.2,11.2
18,EAST  RAJASTHAN ,1959,6.1,0.1,0.2,3.8,35.4,35.2,250.1,245.7,150.5,41.6,7.6,0.4,776.7,6.2,39.4,681.5,49.6
19,WEST MADHYA PRADESH,1959,23,0.1,0.2,4,22,78.9,395.5,325.8,254.3,70.7,7,0,1181.5,23.1,26.2,1054.5,77.7
20,EAST MADHYA PRADESH,1959,49.1,3.8,1.4,8.1,30.2,81.3,437.8,397.3,231.2,61.7,0.3,0,1302.2,52.9,39.7,1147.6,62
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1959,0,0,0,3,1.5,96.3,627.4,321.3,365.1,122.7,4.2,0.1,1541.6,0,4.5,1410.1,127
22,SAURASHTRA KUTCH & DIU,1959,0.9,0,0,1.8,0.9,71.4,569.7,68,207.6,115.5,4.5,0,1040.3,0.9,2.7,916.7,120
23,KOKAN & GOA,1959,0,0,0,6.2,36.6,752.2,1405.4,693.5,528.6,210.9,25,0.3,3658.7,0,42.8,3379.7,236.2
24,MADHYA MAHARASHTRA,1959,2.4,0,0,16.8,39.3,174.7,344.3,199,202.7,84.7,54.9,0.1,1118.9,2.4,56.1,920.7,139.7
25,MARATWADA ,1959,1.5,0,0.1,9.5,13.2,173.6,188.3,200,246.3,99.8,17,1,950.3,1.5,22.8,808.2,117.8
26,VIDARBHA,1959,13.6,1.2,0.4,11.8,6.2,178,467.9,377.3,469.9,79.4,0.5,0.1,1606.3,14.8,18.4,1493.1,80
27,CHATTISGARH,1959,34.1,4.1,0.2,3.2,14.2,179.1,410.1,468.3,355.5,71.4,0.1,0.2,1540.5,38.2,17.6,1413,71.7
28,COSTAL ANDHRA PRADESH,1959,3.9,15.5,0.2,21,11.2,148.9,213,176,132.1,199.4,30.8,15.8,967.8,19.4,32.4,670,246
29,TELENGANA,1959,1.3,1.2,0,6.9,16.8,164.1,345.7,330.3,166.8,74.1,2,2.2,1111.4,2.5,23.7,1006.9,78.3
30,RAYALSEEMA,1959,0.1,3.6,0,15.7,40,105.7,93.2,86.7,142.7,57.6,36.4,10.3,592,3.7,55.7,428.3,104.3
31,TAMIL NADU & PONDICHERRY,1959,3.7,34.8,0.1,51.4,68.2,83.5,60.6,62.1,99.1,187,190.4,53.4,894.3,38.5,119.7,305.3,430.8
32,COASTAL KARNATAKA,1959,0,0,0,30.4,204.4,994.4,1727,704.1,521.6,75.3,52,21.7,4330.9,0,234.8,3947.1,149
33,NORTH INTERIOR KARNATAKA,1959,0.1,0,0.6,26.2,43.8,163.2,155.1,90.6,148.8,52.3,17.2,0.6,698.5,0.1,70.6,557.7,70.1
34,SOUTH INTERIOR KARNATAKA,1959,0.2,2.5,0.3,25.4,91.5,255.4,425.2,169.8,216.6,55.1,29.3,6.3,1277.6,2.7,117.2,1067,90.7
35,KERALA,1959,3,21.4,6.3,150.7,347.2,872.8,1155.7,397.3,405.5,200.4,151.9,34,3746.2,24.4,504.2,2831.3,386.3
36,LAKSHADWEEP ,1959,15,0,8,51.6,320.5,337.7,205.8,151.2,183.2,183.8,97.8,29,1583.6,15,380.1,877.9,310.6
1,ANDAMAN & NICOBAR ISLANDS,1960,104.2,72.4,12.1,53.5,535.4,541.5,308.4,270.7,442.4,400,191.7,92.8,3025.1,176.6,601,1563,684.5
2,ARUNACHAL PRADESH,1960,8,26.8,53.2,137.1,210.7,653.9,1296.8,251.3,1034.8,13,13.4,10.4,3709.4,34.8,401,3236.8,36.8
3,ASSAM & MEGHALAYA,1960,0.1,10.7,46.3,45.5,348.5,472.8,643.3,356.6,595.4,65.4,28.5,3.5,2616.6,10.8,440.3,2068.1,97.4
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1960,0,6.1,24.9,34.2,193.8,406.4,374.9,286.6,255.6,165.9,51.3,0.3,1800,6.1,252.9,1323.5,217.5
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1960,0.1,6.5,52,4.8,293.2,407.2,764.5,387.2,623,71.9,0,0,2610.4,6.6,350,2181.9,71.9
6,GANGETIC WEST BENGAL,1960,0.6,1.4,30.9,0.9,122.3,117.5,336.5,317.4,246.3,71.1,0.6,0,1245.5,2,154.1,1017.7,71.7
7,ORISSA,1960,5.4,0.8,51.6,12.4,42.7,211.4,444.1,461.7,214.6,130.8,3.6,13.9,1593,6.2,106.7,1331.8,148.3
8,JHARKHAND,1960,6.6,0.5,29.3,1.9,32.1,115.6,310.1,432.7,274.6,44.8,0.6,0,1248.8,7.1,63.3,1133,45.4
9,BIHAR ,1960,1.4,0.1,42.5,5.2,50,117.9,357.9,285.9,348.2,38.1,2,0,1249.2,1.5,97.7,1109.9,40.1
10,EAST UTTAR PRADESH,1960,9.6,0.1,36.3,2.9,5.9,75.2,411,317.2,174.5,136.7,0.6,0,1170,9.7,45.1,977.9,137.3
11,WEST UTTAR PRADESH,1960,11.6,0,33.7,2.3,5.8,64.1,334.7,392,94.8,188.2,0,1.9,1129.1,11.6,41.8,885.6,190.1
12,UTTARANCHAL,1960,80,1.4,97.1,33.5,24,132.4,466.7,420.7,189.2,76.6,2.2,16.3,1540.1,81.4,154.6,1209,95.1
